id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
3uMCFeeNrxxuZuqa8OqPCP,dancehall,0.0018,0.663,238840,0.676,0,9,0.0268,-5.823,0,0.144,168.943,4,0.839
3PBJbJoaJMONnq5b1hgyIT,dancehall,0.0605,0.693,254893,0.828,0,7,0.0378,-6.494,1,0.313,139.74,4,0.892
4TxuszqFTp9cZbM5XOwePS,dancehall,0.0435,0.81,272467,0.456,0.0274,1,0.23,-9.947,1,0.0466,138.638,4,0.805
0ZIpVnsHiScp7DVpejZWuh,dancehall,0.0604,0.791,329200,0.563,0.00042,9,0.113,-11.557,0,0.0417,122.264,4,0.719
40bRyPQLP3auI0q2FkHrNa,dancehall,0.0651,0.77,212800,0.783,0,6,0.28,-6.655,0,0.289,79.864,4,0.692
0LnkjQ0erySjOJHVRSLqr6,dancehall,0.0202,0.827,212893,0.666,1.87e-06,11,0.161,-6.445,0,0.149,108.941,4,0.282
1sMEYGK5MbvAHr0mhvFaSo,dancehall,0.162,0.766,158772,0.825,0,6,0.523,-2.704,0,0.265,100.245,4,0.744
0O8RuPKG0DRLmnHVjkZDo6,dancehall,0.177,0.828,184827,0.716,0,9,0.195,-4.365,0,0.0578,120.898,4,0.843
028HSKyPiZmYAVvDB94tB6,dancehall,0.0232,0.812,192040,0.776,0,1,0.282,-12.2,0,0.281,95.556,4,0.811
3cKsKXAZWd8cwDKaeD4s2e,dancehall,0.0456,0.727,270427,0.65,0,1,0.0708,-7.139,0,0.252,141.734,4,0.891
1GAUs8tlRxjlJ1MCaeLWcJ,dancehall,0.0492,0.813,232067,0.444,0.00944,9,0.0672,-17.071,0,0.205,144.294,4,0.773
27xo4bNDiehU1cOf26pHOY,dancehall,0.731,0.694,189907,0.566,0.0252,5,0.106,-7.476,1,0.204,165.845,4,0.67
6RTYadm2LKFgZmXQ7tMxpH,dancehall,0.0946,0.663,207333,0.668,0,7,0.279,-9.468,1,0.379,79.341,4,0.819
0mQ1BWz4oCPU3i2ggEnJYP,dancehall,0.281,0.679,182173,0.696,0,1,0.048,-5.151,1,0.259,178.391,4,0.708
3jpNEASclCtWEcYLvDrsyc,dancehall,0.246,0.737,208400,0.55,4.92e-05,4,0.152,-7.912,0,0.137,142.32,4,0.833
3FdigTaMQpNHaFgZVCg8eZ,dancehall,0.0993,0.759,308760,0.775,0,11,0.099,-6.496,1,0.0476,135.994,4,0.831
6HDe1IgC6xKaiDoco6FC2G,dancehall,0.0191,0.744,289947,0.545,0,7,0.0743,-8.173,1,0.247,73.456,4,0.815
2JBQsqQZag8Gx9GHT9VfSL,dancehall,0.0377,0.772,216307,0.408,0,4,0.0742,-6.841,1,0.199,84.465,4,0.437
4Jn16RRfOPwvVoq3aTs5oe,dancehall,0.079,0.827,166867,0.901,0.00036,2,0.0925,-5.697,1,0.083,121.071,4,0.228
32VEmM0BPulwaetKws5D3w,dancehall,0.251,0.786,196773,0.392,0.000117,2,0.0918,-17.253,1,0.125,164.626,4,0.87
4rAvRSzD4pMMAflH5J4Bmu,dancehall,0.133,0.809,229827,0.561,0,2,0.0949,-6.953,1,0.0508,82.032,4,0.934
27sTzAelgljD6Uxp88BqA3,death-metal,5.79e-05,0.246,252280,0.954,0.291,8,0.126,-3.811,1,0.0975,97.553,4,0.166
56C7rBk3rrZ0bsm029Esw0,death-metal,0.000225,0.246,260227,0.802,0.253,1,0.142,-6.207,1,0.0627,180.293,3,0.195
58Cy98y0guUcK3Sn6GaiUk,death-metal,0.000136,0.327,224333,0.983,0.274,11,0.0602,-2.144,1,0.16,101.938,4,0.0875
2OO5518qOl3v44JZl0KEpC,death-metal,0.000153,0.277,285693,0.951,0.289,7,0.0774,-4.758,1,0.154,134.024,4,0.634
1bS5mbtzxAZ3fh8LYshmN6,death-metal,2.18e-06,0.133,228920,0.957,0.0897,7,0.365,-4.391,1,0.147,80.095,4,0.108
4CAqtGHesJsgddEkvH3KK4,death-metal,5.17e-06,0.312,358280,0.978,0.0307,1,0.0895,-5.813,0,0.228,182.958,4,0.0561
3U3ZQyxQfK4LzCRNssQoH2,death-metal,0.000321,0.32,255502,0.965,0.0061,1,0.0608,-4.46,1,0.0751,110.601,5,0.29
03CG8r5olTTAq241A7CJBu,death-metal,0.000114,0.299,333693,0.964,0.34,2,0.122,-4.281,1,0.108,160.317,4,0.145
5OUYEGNX5wTLUXmHfuGfNY,death-metal,2.98e-05,0.199,440680,0.823,0.825,0,0.12,-10.588,0,0.056,90.929,4,0.176
1HpwANBpQgfglf3PSdtHKy,death-metal,6.78e-05,0.47,296147,0.99,0.881,11,0.292,-4.86,1,0.0873,107.087,4,0.0928
0GXxwrctA6Nnw1zIvfxOs4,death-metal,0.000299,0.381,366840,0.883,0.853,7,0.0782,-6.494,0,0.0536,110.063,4,0.0761
0hGeFT1lAyGIoUY7goNyQc,death-metal,8.41e-06,0.52,264253,0.975,0.0928,4,0.0831,-4.742,0,0.15,110.03,4,0.219
44BpmdcfqbgqnuaLhjJRbH,death-metal,6.61e-05,0.384,251093,0.98,0.301,2,0.221,-6.45,1,0.213,119.89,4,0.0711
726h0Vj3qmYEDRvn9YCVez,death-metal,0.000379,0.429,266520,0.951,0.468,7,0.116,-4.971,1,0.0581,100.01,4,0.178
4SXbZbMoKTaBAFcsbSkdc4,death-metal,7.1e-06,0.207,516720,0.837,0.926,9,0.111,-6.236,0,0.0559,110.844,4,0.0887
0lLn5uEjQDasaZZ0rOYSBv,death-metal,1.96e-06,0.343,191200,0.994,0.931,9,0.727,-4.585,1,0.26,129.792,4,0.0747
4xmRyCQburNQSWavcgvliH,death-metal,0.000102,0.355,187693,0.976,5.24e-05,1,0.374,-4.422,0,0.134,162.619,4,0.178
0DG9DNJJQvSZu1j3JzqAlV,death-metal,4.35e-06,0.295,223200,0.979,0.681,11,0.269,-5.532,1,0.14,117.592,4,0.355
5267VvE8TNGKvdOJ8RTD4G,death-metal,0.000254,0.231,293387,0.983,0.059,8,0.506,-5.199,1,0.0977,161.044,4,0.331
21whloemotjEi7Uy7wV51E,death-metal,0.000122,0.295,208147,0.925,0.000377,11,0.444,-5.567,0,0.136,147.117,4,0.223
54WcgqfWNZFIgk75tL4c1a,death-metal,0.00125,0.257,504840,0.963,0.888,8,0.0512,-5.181,1,0.0832,124.589,4,0.152
4ovk7UytJzIF4ULK6YsOsc,death-metal,1.77e-06,0.425,266307,0.997,0.276,9,0.0804,-4.66,0,0.135,125.068,4,0.0348
1ZoV0s1rx2tN13PmG1yuIl,death-metal,8.53e-05,0.528,256920,0.983,0.0241,2,0.365,-3.475,1,0.122,112.083,4,0.218
1FLEEGA3lcrWW1tMLhOwB2,death-metal,0.000131,0.496,201533,0.992,0.157,6,0.359,-4.483,1,0.114,131.006,4,0.233
5Nbf7shcaqo7xndBdWzxQT,death-metal,1.82e-06,0.253,323453,0.966,0.611,10,0.22,-5.964,0,0.0635,133.893,4,0.197
4Ax1Gz3sBzzvM8Ha1gS7wf,death-metal,1.78e-05,0.219,467587,0.896,0.369,8,0.288,-7.347,1,0.0736,88.759,4,0.197
0P2XRT0726JPqjSuTq0dl3,death-metal,0.0251,0.344,340587,0.967,0.000968,9,0.111,-4.88,0,0.0625,156.03,4,0.206
1G1DZ3MwfAmKf4BS8Y3kJq,death-metal,5.75e-06,0.406,307874,0.966,0.0238,2,0.158,-3.245,1,0.0499,94.997,4,0.3
0on59C9BULQZLYMM1UHWUn,death-metal,1.13e-05,0.375,152147,0.977,0.83,10,0.132,-4.791,0,0.153,114.445,4,0.229
2mTwdGq5jZjn6ygFlKyH7i,death-metal,1.11e-05,0.333,232830,0.947,0.82,10,0.395,-6.607,0,0.112,113.607,3,0.385
6RdycZ52UNkWC0gDo00TIF,death-metal,0.00138,0.337,262267,0.902,0.765,1,0.235,-4.937,1,0.0995,132.242,4,0.166
3Lao9WQ5YkN6P9YKE0ppVX,death-metal,3.61e-06,0.335,368840,0.992,0.315,9,0.143,-5.635,1,0.114,134.07,4,0.168
5y25DV4hGYUizcnAH1kFgM,death-metal,2.01e-06,0.366,274800,0.94,0.815,1,0.114,-8.244,1,0.116,130.224,4,0.13
1xbIEeTXgTNLIe5r5Cit4b,death-metal,3.07e-05,0.348,275976,0.909,1.52e-05,3,0.0361,-6.059,1,0.0655,89.464,4,0.256
4oxDs7bjXV2bmbIjFyPuFe,death-metal,0.000484,0.302,271747,0.99,0.8,1,0.0946,-2.613,1,0.209,115.726,1,0.0586
63clnHwdypxIlZys7rahOe,death-metal,8.93e-05,0.278,168067,0.988,0.153,6,0.104,-5.79,1,0.131,137.139,4,0.246
3nHiVhjwfNdHKkPQiYSy6y,death-metal,3.31e-06,0.216,217714,0.889,0.591,5,0.318,-3.4,1,0.107,121.92,4,0.107
0rBMYJyYoQIX6ehQA3oTaM,death-metal,0.000118,0.355,289440,0.934,0.926,1,0.323,-8.514,1,0.105,118.14,4,0.646
1ZtUOEPjPpyYwYUb4VJlFE,death-metal,1.47e-06,0.415,225267,0.997,0.836,2,0.158,-3.031,1,0.0708,96.49,4,0.564
1qu17VvTxSVO6gsk6BeVmC,death-metal,3.74e-06,0.36,256507,0.969,0.0858,11,0.163,-4.277,0,0.0977,82.496,4,0.158
1Kwv0e5bOvcoEbTuMQIy3g,death-metal,1.03e-05,0.162,279888,0.906,0.746,11,0.139,-7.474,1,0.111,171.702,4,0.283
2M9MX7SPOqrwWRXbAkmQeA,death-metal,4.7e-05,0.302,242253,0.934,0.926,1,0.203,-5.607,1,0.137,101.558,4,0.218
3ORvpBugHcEBTQkvmeVqLW,death-metal,1.1e-06,0.323,216080,0.976,0.817,1,0.554,-3.866,1,0.0756,114.215,4,0.155
1zkGkQ3z8Hv7HMwINGg19B,death-metal,1.07e-06,0.22,175293,0.984,0.933,9,0.0544,-4.698,0,0.113,184.908,4,0.112
1ozqNvfBaC46ijNfykokAJ,death-metal,0.00301,0.291,296373,0.977,0.0257,11,0.0782,-3.258,0,0.154,139.043,4,0.177
56U12nbFJgAZpuG0UCHMAN,death-metal,1.04e-05,0.117,168027,0.951,0.000445,1,0.327,-5.267,0,0.123,178.678,4,0.379
6Jh4XeVaBlU61J2P4XZ30q,death-metal,0.00216,0.284,284827,0.979,0.9,1,0.648,-4.66,1,0.214,123.61,3,0.134
407nv7JkwHV9BXcmzT1BMx,death-metal,0.000523,0.252,251200,0.978,0.808,1,0.288,-5.834,1,0.228,155.804,4,0.183
68pITGplBouWblOT1iIxw8,death-metal,4.65e-05,0.354,173827,0.928,0.557,8,0.226,-6.514,1,0.058,88.897,4,0.433
5OuBnBrF86yVo511Ufu1pe,death-metal,0.00223,0.34,121067,0.792,0.902,5,0.127,-12.269,0,0.0797,93.0,4,0.212
7rGEbcLvRsoehrdQ2LC50G,deep-house,0.385,0.594,322787,0.481,0.845,4,0.131,-14.483,0,0.047,109.941,4,0.598
5NfAqXJmhvm3Oup4VoWHx9,deep-house,0.0248,0.895,354453,0.692,0.0297,5,0.324,-6.194,1,0.0658,123.998,4,0.908
1cIbogH3UKRqDO2tasfPTg,deep-house,0.00474,0.772,305649,0.65,0.73,2,0.146,-7.449,0,0.0341,120.015,4,0.201
54xrXbM3vHE6JkVqkorRdG,deep-house,0.0219,0.49,319733,0.699,0.375,1,0.0714,-10.898,1,0.061,86.58,4,0.736
6vhtoqMhbf3QvshLKhuNlE,deep-house,0.28,0.709,263839,0.838,5.23e-05,10,0.11,-7.442,0,0.0792,120.032,4,0.398
7iQ1TjOoYi33BupikScqAa,deep-house,0.00197,0.746,205667,0.787,0.491,7,0.355,-6.82,1,0.0515,123.335,4,0.721
0oa22kaPBoCSdcMIZTvNEQ,deep-house,0.162,0.803,319693,0.73,0.86,5,0.109,-9.084,1,0.0449,125.006,4,0.108
5J7IxnfrHwgN3vFuioOvet,deep-house,0.0943,0.851,263893,0.573,0.000206,1,0.278,-7.653,0,0.0461,103.974,4,0.559
1i13X5TSfIVsnj9hF1fNKJ,deep-house,0.0371,0.778,253333,0.451,0.488,7,0.114,-9.218,0,0.0351,126.48,4,0.648
2sbUWtAhUyGYXiCch6OcmO,deep-house,0.00267,0.681,468000,0.886,0.731,11,0.0422,-8.794,1,0.0844,122.076,4,0.536
4PyhlL1vrSvPlhYLdphszr,deep-house,0.0787,0.677,206160,0.935,0.376,3,0.0787,-11.55,0,0.0514,120.11,4,0.965
39gEBCOlL2IdbgLfdly2Ri,deep-house,0.0251,0.831,444123,0.487,0.225,11,0.0824,-8.814,0,0.0376,128.57,4,0.416
0g0awHZJtBVhebllgyhDBn,deep-house,0.121,0.733,229640,0.583,0.0198,9,0.0904,-7.478,0,0.0549,90.998,4,0.851
06ZQo88FXpZjUoIQWfCeV0,deep-house,0.00696,0.663,208160,0.56,0.853,10,0.153,-10.582,0,0.0393,112.01,4,0.786
48j55QREAtrg1UGnGN0SwF,deep-house,0.0319,0.769,262533,0.545,2.69e-05,1,0.116,-6.452,0,0.0877,117.962,4,0.523
4CiC3HjLE6XSfbaPhzLR50,deep-house,0.0437,0.67,330120,0.712,0.285,9,0.361,-9.959,0,0.14,118.526,4,0.525
5jOK70pl3BvuYg0psufgHY,deep-house,0.0098,0.79,264667,0.65,0.86,8,0.245,-13.37,1,0.0447,111.899,4,0.714
4u4hjSzHMv0BwsWvaxF2pF,deep-house,0.00772,0.913,255280,0.541,0.546,0,0.175,-12.502,1,0.0902,125.036,4,0.529
1meGgR1vd6OhElkkdiW9c6,deep-house,0.528,0.76,356107,0.638,0.77,7,0.111,-10.806,0,0.0759,123.987,4,0.867
1li086xDienW0ogWYdZgWj,deep-house,0.0018,0.841,319027,0.53,0.0137,3,0.0936,-10.276,0,0.0546,121.014,4,0.85
0kdiy0YtN8ENJDrGzTvDK4,deep-house,0.11,0.736,435490,0.676,0.529,1,0.0478,-9.326,1,0.0398,123.992,4,0.396
6s6cg6RIIUPnwOBqqUj669,deep-house,0.00312,0.805,452787,0.894,0.9,8,0.0558,-6.279,1,0.0551,126.01,4,0.903
6GpKn6wewa0A0HdOKKK7Yr,deep-house,0.191,0.771,316600,0.705,0.000909,8,0.132,-8.735,1,0.058,117.006,4,0.657
0BaehtaXr7Xr6cuaCBUXsg,deep-house,0.0802,0.752,396016,0.856,0.783,10,0.0609,-7.511,0,0.0601,99.991,4,0.851
2Vy9ob9edkB7n3XgcGr84n,deep-house,0.0379,0.786,350431,0.602,0.9,8,0.101,-5.992,0,0.0697,124.023,4,0.796
46cJSfRttZTIuKjYX57Y8P,deep-house,0.0529,0.756,550427,0.536,0.000465,3,0.105,-13.248,0,0.0891,120.189,4,0.855
495UUXweGNLCuLzSFN55c0,deep-house,0.109,0.851,279240,0.496,0.134,10,0.113,-9.382,0,0.116,123.005,4,0.854
5jJEOOY1h6DZ2kAKrVgg2D,deep-house,0.000681,0.727,300933,0.923,0.839,2,0.0557,-8.058,1,0.0477,121.072,4,0.557
1kTA8JbmioDxaU59TuakR8,deep-house,0.0118,0.757,221893,0.467,0.686,11,0.109,-10.739,0,0.248,91.015,4,0.489
1gX6FzmI6IPO7S84ZyqVmE,deep-house,0.0104,0.809,388880,0.818,0.899,2,0.0462,-9.675,1,0.0542,124.006,4,0.942
5DHLmTryydLB89C7fDS5q5,deep-house,0.00507,0.737,464293,0.854,0.277,0,0.115,-7.494,0,0.0503,116.991,4,0.601
77Nfs7od7fINszMaq78oYT,deep-house,0.00181,0.837,478398,0.708,0.00125,11,0.1,-6.077,0,0.063,119.921,4,0.817
1xMnhst8thRrEYPM3zEBnD,deep-house,0.0344,0.804,303560,0.564,0.858,7,0.0493,-14.345,0,0.054,126.008,4,0.99
2LHMNPaOsURALwHCwDFjzP,deep-house,0.00846,0.793,289747,0.507,0.0511,2,0.113,-9.936,1,0.0605,119.994,4,0.376
5R8kWcUpI75M2srWpi6egj,deep-house,0.00078,0.8,313228,0.771,0.408,9,0.0269,-9.462,1,0.0637,119.005,4,0.642
0LJWcHNOCbIcS8dkRHtU2T,deep-house,0.00625,0.769,499500,0.814,0.00488,1,0.0847,-8.087,0,0.0667,124.007,4,0.44
1azsc9wcrb90k8HvRNC6r8,deep-house,0.00144,0.653,425200,0.923,0.848,11,0.376,-8.052,0,0.0581,122.695,4,0.647
6iojdToDiMzqHEcUHvx3zg,deep-house,0.0012,0.748,231227,0.723,0.909,10,0.0464,-7.768,0,0.0383,106.047,4,0.538
5SbXy7YLR4qiCtVyQCigMW,deep-house,0.0301,0.898,496547,0.494,0.032,11,0.0799,-11.163,0,0.0565,125.997,4,0.928
0VhbYjxuTOOyXeLFb0YkvG,deep-house,0.24,0.772,320160,0.52,0.839,11,0.11,-18.569,1,0.0916,114.348,4,0.612
6BeK7hXqaIp06F1vmZeBHU,deep-house,0.012,0.722,406067,0.764,0.304,2,0.0527,-7.586,1,0.0531,124.002,4,0.689
70HcUebhdizMZFqYAPgdnP,deep-house,0.079,0.659,207320,0.613,0.805,7,0.0965,-13.647,1,0.0529,184.087,4,0.258
2NBsnODa9EqrCKvVH0dAZh,deep-house,0.00232,0.74,268038,0.924,0.756,8,0.232,-6.643,1,0.155,128.999,4,0.373
3240oZdcc7CjQZ89OcztNS,deep-house,0.00637,0.744,438798,0.629,0.864,9,0.0846,-9.496,1,0.047,122.988,4,0.346
2nlX8AMoO7IJk6gleC8giY,deep-house,0.0203,0.797,408387,0.773,0.384,11,0.102,-7.149,0,0.0567,125.008,4,0.28
0VilHOjX78apHtYl1MlgD8,deep-house,0.169,0.861,276213,0.721,3.14e-05,4,0.0738,-6.067,1,0.0861,124.005,4,0.714
7gVKKAu3p1IbAAvjRntm1R,deep-house,0.00145,0.726,499868,0.563,0.19,11,0.0615,-8.678,1,0.0513,121.007,4,0.91
7uFOyggLTH2EspF5Fab4F5,deep-house,0.000417,0.66,401333,0.777,0.722,4,0.0787,-9.281,0,0.0422,122.999,4,0.658
7jYI725H7LP6CBn4PeiAHB,deep-house,0.000355,0.669,412562,0.78,0.902,1,0.294,-8.213,0,0.0415,121.01,4,0.439
4qgJ95JFsYUlENjFvGJdG2,deep-house,0.0499,0.895,388107,0.679,0.187,6,0.695,-9.724,1,0.306,120.08,4,0.699
6ktxc1Nf5UV7hBpkGlmhYJ,detroit-techno,0.000291,0.8,294533,0.631,0.866,11,0.452,-13.058,0,0.0618,125.265,4,0.352
4PyhlL1vrSvPlhYLdphszr,detroit-techno,0.0787,0.677,206160,0.935,0.376,3,0.0787,-11.55,0,0.0514,120.11,4,0.965
5jOK70pl3BvuYg0psufgHY,detroit-techno,0.0098,0.79,264667,0.65,0.86,8,0.245,-13.37,1,0.0447,111.899,4,0.714
7vMBy7elnuMsP1b1TnYpNm,detroit-techno,0.000587,0.757,274200,0.747,0.692,0,0.379,-5.183,0,0.0291,120.001,4,0.498
1hQu8KMe7X5UeGACO8aeoV,detroit-techno,0.00261,0.825,524811,0.533,0.783,8,0.108,-11.363,1,0.128,126.003,4,0.74
01L2AgrILDfAruUAFG6Ut5,detroit-techno,6.65e-05,0.813,439386,0.772,0.919,7,0.0654,-9.438,1,0.0516,126.987,4,0.161
7EWEioFxtB4ulbA68vBQlH,detroit-techno,0.00116,0.759,180267,0.728,0.909,10,0.0895,-8.433,0,0.0457,117.278,4,0.636
2T6rMXWYc934IWMudx1H1X,detroit-techno,0.00657,0.645,270747,0.877,0.858,7,0.127,-10.616,1,0.0456,124.697,4,0.482
0M3XpICYg2V32PIlh4EafH,detroit-techno,0.0267,0.679,150453,0.84,0.924,2,0.114,-13.147,0,0.0469,140.221,4,0.814
2TUSbKRL9amtnbH5bwYnt0,detroit-techno,0.00909,0.552,360559,0.767,0.82,0,0.124,-14.412,0,0.0343,131.243,4,0.63
0E0RNF1SGwL44s3PU52gIb,detroit-techno,0.00329,0.672,303547,0.964,0.87,11,0.133,-5.413,0,0.0698,134.988,4,0.762
0Zp3fdBqeX8f6JCqB0SVJa,detroit-techno,0.0585,0.787,375387,0.458,0.812,1,0.0425,-11.26,1,0.113,77.357,4,0.564
47zkCLr3a9kM4wGNEbiJzh,detroit-techno,0.00562,0.726,466413,0.52,0.866,6,0.109,-11.816,1,0.0528,130.686,4,0.321
4aPWinAaii2ugPbv8gc0Mp,detroit-techno,0.00247,0.802,403810,0.697,0.909,4,0.107,-9.121,0,0.0647,126.015,4,0.12
0Dm5Howv0N64qVtkTsdF6I,detroit-techno,0.0309,0.542,542940,0.888,0.879,7,0.0808,-11.206,1,0.0727,124.99,3,0.791
3aCaoR4anIUgCyKHtQXOOX,detroit-techno,0.0719,0.57,327805,0.598,0.955,8,0.0726,-18.986,1,0.0432,123.006,4,0.473
0Lfab4kZ0JzTQeTQaYgRNS,detroit-techno,0.021,0.956,170093,0.867,0.915,1,0.138,-8.374,1,0.121,127.66,4,0.654
5OUgNfLf9dJFypPxyNGMUB,detroit-techno,0.0806,0.803,149853,0.863,0.899,11,0.152,-10.293,1,0.061,126.633,3,0.356
0K3NNaxdcIUtRzhLXTTirE,detroit-techno,0.0802,0.578,386687,0.457,0.94,10,0.101,-9.564,0,0.075,123.907,4,0.0402
1ovn2jy6haEqvPSFj0qJ8S,detroit-techno,0.00225,0.746,294061,0.583,0.929,10,0.0739,-9.512,0,0.108,150.099,4,0.477
1EX4Qr3RGq3lCbmHcEA96C,detroit-techno,0.0493,0.744,289583,0.706,0.959,10,0.0957,-15.015,0,0.0874,135.265,4,0.344
1Q398WdzkY0XBqnwCBseIj,detroit-techno,0.18,0.568,371053,0.414,0.903,1,0.116,-14.194,1,0.0908,130.019,4,0.198
72dmzowhUexTfA2aq76lq4,detroit-techno,0.278,0.678,378800,0.792,0.944,10,0.114,-10.497,0,0.0682,109.982,4,0.349
4MzjEWraDkQrCAZYmDKz3N,detroit-techno,0.0144,0.581,337067,0.443,0.858,5,0.106,-16.781,0,0.195,130.587,4,0.731
6P5DSFmy3BzffQalbW8BaU,detroit-techno,0.000266,0.852,427475,0.577,0.249,8,0.0408,-11.737,1,0.0945,123.036,4,0.788
3L4wgMtBiPOFlZryGto7aO,detroit-techno,0.00135,0.794,416240,0.52,0.569,1,0.11,-9.134,1,0.0551,132.024,4,0.582
0Rm4o523pvX6DSgt8zWq9o,detroit-techno,0.435,0.588,562729,0.847,0.898,2,0.0992,-8.229,1,0.0334,110.009,4,0.386
0HaXwrks55x7pxwPDtxF55,detroit-techno,0.0263,0.767,368907,0.725,0.0679,7,0.352,-14.685,1,0.105,127.001,4,0.626
5pLcVrHtA4bWr5goYCy87n,detroit-techno,2.82e-05,0.786,317124,0.789,0.705,1,0.0488,-13.235,0,0.0592,134.976,4,0.192
2BvvvXeBhZGMv8RRblMie7,detroit-techno,0.0028,0.727,211867,0.811,0.106,8,0.0324,-12.109,1,0.0403,135.68,4,0.455
7elcu5F6LnMOFPS7aoLCWX,detroit-techno,0.000324,0.801,408393,0.874,0.774,8,0.123,-12.397,1,0.0426,125.988,4,0.59
5T74KaOAz4wZPOQV4oLLRj,detroit-techno,0.0282,0.779,445823,0.531,0.657,2,0.117,-12.444,1,0.0799,120.585,4,0.113
00McFby3UyORM5piEBJxqF,detroit-techno,0.00221,0.709,258240,0.903,0.871,7,0.0801,-9.014,1,0.0676,129.074,4,0.142
7KTX1vbYLHdj8qlZbDDcx1,detroit-techno,0.0885,0.764,210754,0.74,0.24,10,0.111,-8.086,0,0.0336,122.985,4,0.343
5LWsqDEg6pHFwp86cSvFql,detroit-techno,0.133,0.532,350840,0.534,0.829,7,0.0857,-10.641,1,0.0321,97.901,4,0.209
3Vqe2dm5BfaGAIwEZvhbNz,detroit-techno,0.322,0.767,317347,0.421,0.938,1,0.133,-15.315,0,0.129,127.985,4,0.271
4BEQm85KCy7ralHzjXEX8z,detroit-techno,0.284,0.827,415627,0.805,0.907,0,0.115,-8.709,1,0.0522,130.006,4,0.389
0EruAJTljUP5RNevv7DfqI,detroit-techno,0.00056,0.807,172400,0.613,0.941,1,0.108,-8.173,0,0.0424,116.9,4,0.107
0tBXdyLY9Po75APOvgO1Ti,detroit-techno,0.000504,0.792,340075,0.715,0.205,7,0.0651,-4.697,0,0.0539,130.003,4,0.26
1wmBN00kFJrinFA7VnJ54C,detroit-techno,2.36e-05,0.662,312427,0.946,0.00338,6,0.0708,-5.713,1,0.0757,130.008,4,0.26
1g025tHll9VvmaLGL1hOqQ,detroit-techno,0.104,0.712,149147,0.753,0.88,7,0.152,-12.391,1,0.0569,143.142,4,0.677
4bcZrSR2yWPY0sFQKjj0cJ,detroit-techno,0.122,0.764,247227,0.796,0.895,2,0.0848,-11.649,1,0.0879,134.987,4,0.526
0S1UzElpXs7glmLa2XtPCR,detroit-techno,0.000187,0.76,377800,0.711,0.424,2,0.071,-12.458,0,0.057,138.99,4,0.609
3WDkhb5ogH1NtssX8z3oZt,detroit-techno,0.0378,0.475,490413,0.949,0.589,7,0.268,-7.25,1,0.058,133.379,4,0.513
0MOwYvMz537gCegHyH5YIB,detroit-techno,0.0025,0.782,406814,0.876,0.889,7,0.097,-12.922,1,0.0489,124.997,4,0.0616
7qqHURNWzuNM351NV9dOrx,detroit-techno,0.00812,0.897,453811,0.582,0.554,6,0.0488,-12.216,1,0.213,125.987,4,0.975
4u6xFz8mq8h5rTxHRaGEjO,detroit-techno,0.00165,0.71,365960,0.579,0.842,4,0.0414,-16.628,1,0.0877,125.995,4,0.86
7I8PIkowC87y9bNJ2J729P,detroit-techno,0.00125,0.652,243871,0.559,0.885,1,0.104,-12.627,1,0.0363,130.057,4,0.173
7m73MyLg2cfEkjLcUMCWvB,detroit-techno,0.0274,0.77,279421,0.784,0.901,4,0.0654,-11.939,1,0.0495,129.29,4,0.369
5Oa7sFlWvolNqolGptFWPi,detroit-techno,0.112,0.56,402667,0.841,0.936,1,0.0692,-9.285,1,0.0506,196.436,4,0.873
3K0SJUQNbOkUprTFcwwAKN,disco,0.131,0.806,186533,0.847,0.00019,5,0.315,-8.744,1,0.1,106.824,4,0.749
2x1LQq8lsUzAA2wNj8yjC9,disco,0.0548,0.768,239908,0.853,0.13,10,0.0188,-5.915,0,0.0427,107.234,4,0.887
28285KFbyCq8sJofn58qlD,disco,0.186,0.744,178400,0.568,1.18e-05,0,0.163,-9.629,1,0.0494,122.657,4,0.674
5LyzPhFwF7MgUY3aQD9TAG,disco,0.173,0.712,183227,0.671,0.747,5,0.0595,-6.861,0,0.0416,108.846,4,0.798
6JNJERZGJwDVgkmbohBw7u,disco,0.219,0.814,246440,0.686,0.00386,6,0.155,-12.172,0,0.0342,106.68,4,0.764
0bqZnsPz4klg5TuWGcKb34,disco,0.855,0.695,201973,0.297,0.322,9,0.072,-15.407,1,0.0621,80.732,4,0.709
5sKcSV3XQ5PEkCyyFYFOr0,disco,0.295,0.787,317733,0.467,0.00603,4,0.0906,-10.507,0,0.0441,91.046,4,0.877
73Iz0ppjXiDwgXqXaMd9Xp,disco,0.0155,0.716,212413,0.692,0.00368,6,0.0836,-3.751,0,0.0326,100.033,4,0.45
4EUlszQIxlPwiHJ6e6j6Gy,disco,0.369,0.732,325173,0.554,1.48e-06,11,0.0762,-13.553,1,0.0336,114.045,4,0.738
0w4s0d8Qtu0K8dyMcB2tw1,disco,0.0641,0.622,188747,0.707,0,3,0.0638,-8.826,1,0.0717,107.352,4,0.738
4UCkX8nrBlpxjrrEqtb46a,disco,0.332,0.827,373293,0.928,0,7,0.0576,-7.266,1,0.133,115.023,4,0.258
2CVtnS0sHqMWbuTrLq6qKV,disco,0.0611,0.76,265253,0.825,0.000867,6,0.0678,-5.636,1,0.062,106.577,4,0.415
1V0hOOn5WWUVUSC9ndJt8i,disco,0.0531,0.839,303160,0.818,0.00849,2,0.195,-8.351,1,0.126,127.308,4,0.92
